"MRGID","TERRITORY1","SOVEREIGN1","ISO_SOV1","n","int","beta","change","t_after","p_after"
8477,"Democratic Republic of the Congo","Democratic Republic of the Congo","COD",54,2.69812456132655,-0.0278146881983386,-2.74314214614214,-0.154271326476992,0.877689150277867
8478,"Angola","Angola","AGO",796,3.03520662674564,0.00126723608614251,0.126803936907199,0.0286560140110788,0.97714253387204
8479,"Tanzania","Tanzania","TZA",394,2.29340603836176,-0.0675485111497975,-6.53176230006027,-0.830852016784311,0.406309539897563
8480,"India","India","IND",2700,4.63219431906639,-0.155569028831403,-14.4072008819354,-4.30493183741386,1.69994821496964e-05
8481,"Bangladesh","Bangladesh","BGD",257,3.47649974863589,-0.180374698191506,-16.5042704198245,-1.27683339872069,0.202239845495752
8482,"Myanmar","Myanmar","MMR",876,3.1322628741002,-0.0794038970010925,-7.63332171488283,-1.20427585120418,0.228645829014467
8483,"Malaysia","Malaysia","MYS",995,5.07357706371743,-0.0981333576790935,-9.34719967779499,-0.664342722905621,0.506548028474254
8484,"Vietnam","Vietnam","VNM",1235,4.16594312277415,-0.281403665166488,-24.5276381652553,-2.49484403458947,0.0126661462234718
8485,"Singapore","Singapore","SGP",7,6.92741784044719,-0.0991696982965164,-9.44109819302547,-0.242574316962367,0.812431612184301
8486,"China","China","CHN",1908,6.67237256350018,0.0818533485398593,8.5296637821808,1.60507448957833,0.108560203201994
8487,"Japan","Japan","JPN",6900,4.48109128595292,-0.0329190661760903,-3.23831306466485,-0.847922964882463,0.3964955823133
8488,"Gilbert Islands","Kiribati","KIR",1525,2.01564591392763,-0.301818448870431,-26.0527695264325,-9.66680569737758,8.5449270419808e-22
8489,"Antarctica","Antarctica","ATA",43321,-2.64663426438596,-0.361664811274993,-30.3484207040559,-6.65772219126163,2.79755219183059e-11
8490,"Egypt","Egypt","EGY",537,5.29487569660078,0.059230431157428,6.10197045716141,0.632845502596238,0.52696950563883
8491,"Jordan","Jordan","JOR",1,3.09104245335831,-0.200670695462151,-18.1818181818182,NA,NA
8492,"Indonesia","Indonesia","IDN",9381,4.21311493444213,0.0519253388446886,5.32970991992889,1.16063256972743,0.245806123333794
8493,"Canada","Canada","CAN",26797,1.17913426923244,-0.0343243053288573,-3.37419088285933,-0.767647875388868,0.442699793358839
8494,"Saint-Pierre and Miquelon","France","FRA",57,2.85364306378844,0.0338004343290718,3.43781597574934,0.20459337845823,0.838261165858882
8495,"Collectivity of Saint Martin","France","FRA",9,4.61841541273996,-1.23591016408182,-70.9429824559576,-2.12631392144583,0.0493895220659574
8758,"East Timor","East Timor","TLS",152,2.30914249360261,0.110055359900484,11.6339869212335,0.497539239853185,0.619170898601215
21787,"Easter Island","Chile","CHL",1176,-0.12386013710997,-0.174078434359804,-15.9769007906117,-3.42086587419452,0.00063488696813815
21788,"Guernsey","United Kingdom","GBR",31,6.32931831745113,-0.117876516785849,-11.1194201564658,-0.402347517282755,0.688858135106471
21789,"Jersey","United Kingdom","GBR",13,4.36456741330213,-1.17694413193791,-69.1780821917776,-3.12147031270091,0.00464186970687556
21790,"Monaco","Monaco","MCO",7,3.57954279007657,-0.900480125847605,-59.3625498008006,-1.9282963398048,0.0778115475208504
21791,"Oecusse","East Timor","TLS",6,4.12174353714341,-0.0246250475102082,-2.43243245241616,-0.0400002261219984,0.968880281694224
