UniqueCode,COUNTY.WEEK,WEEK,County,CountyGeolocation,Country,CountryGeolocation,Population_Estimate,Population_Density,Home,Parks,Work,Retail,Grocery,Transit,SPECIES,SPP.2020.OBSERVATION.COUNT,SPP.2019.OBSERVATION.COUNT,SPP.DIFF.COUNT,SPP.DIFF.DURATION,SPP.DIFF.DISTANCE,2020.DURATION.MINUTES,2020.EFFORT.DISTANCE.KM,2019.DURATION.MINUTES,2019.EFFORT.DISTANCE.KM
Norfolk 9Greenfinch,Norfolk 9,9,Norfolk,"52.672256, 0.953194",England,"52.598877, -1.4668814",903680,168.3,20.8,-29.4,-56.6,-74.4,-33.4,-62.6,Greenfinch,3.240740741,2.964285714,0.276455027,19.968254,-0.150083333,137.1111111,1.980666667,117.1428571,2.13075
North Ayrshire 4Greenfinch,North Ayrshire 4,4,North Ayrshire,"55.427097, -5.11857",Scotland,"56.68894, -4.0425997",135280,152.8,20.8,-27.5,-53.71428571,-63.42857143,-13.57142857,-51.28571429,Greenfinch,1,1,0,48,-0.161,64,0.241,16,0.402
North Yorkshire 1Greenfinch,North Yorkshire 1,1,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,0,23.28571429,1.285714286,7,5.714285714,5.142857143,Greenfinch,5.2,2.5,2.7,6.8,0.9816,101.8,2.5106,95,1.529
North Yorkshire 2Greenfinch,North Yorkshire 2,2,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,0.857142857,24.71428571,0.142857143,4.714285714,7.428571429,2.142857143,Greenfinch,7.5,3.2,4.3,-17.9,-0.8125,90.5,1.2675,108.4,2.08
North Yorkshire 3Greenfinch,North Yorkshire 3,3,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,6.428571429,33.57142857,-13.42857143,-11.14285714,19.28571429,-14.42857143,Greenfinch,2,2.25,-0.25,123.75,0.3865,200,2.8565,76.25,2.47
North Yorkshire 4Greenfinch,North Yorkshire 4,4,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,19.42857143,-16.28571429,-51.85714286,-67.42857143,-23.71428571,-54.57142857,Greenfinch,2.875,1.25,1.625,-44.625,-0.20125,52.125,2.2125,96.75,2.41375
North Yorkshire 5Greenfinch,North Yorkshire 5,5,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,23,-43.14285714,-62.28571429,-78.85714286,-36.57142857,-68.28571429,Greenfinch,3.666666667,1.666666667,2,-28.75,-0.568916666,101.25,3.642416667,130,4.211333333
North Yorkshire 6Greenfinch,North Yorkshire 6,6,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,23,-36,-64.71428571,-77.71428571,-34,-65.28571429,Greenfinch,3.65,2.333333333,1.316666667,-46.1666667,-0.839783333,116.5,3.45155,162.6666667,4.291333333
North Yorkshire 7Greenfinch,North Yorkshire 7,7,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,23.14285714,-35,-65.14285714,-78.57142857,-38.42857143,-65.42857143,Greenfinch,4.722222222,1,3.722222222,8.2222222,2.9605,108.2222222,4.569833333,100,1.609333333
North Yorkshire 8Greenfinch,North Yorkshire 8,8,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,21.85714286,-25.57142857,-58.57142857,-75.14285714,-30.42857143,-58.28571429,Greenfinch,1.8,1.5,0.3,49.1,0.7882,164.1,2.7997,115,2.0115
North Yorkshire 9Greenfinch,North Yorkshire 9,9,North Yorkshire,"54.19568, -1.395315",England,"52.598877, -1.4668814",614505,76.45,21.6,-30.4,-58.4,-74.8,-31.4,-57.6,Greenfinch,2.2,2,0.2,59.8,3.8921,119.8,3.8921,60,0
Northamptonshire 1Greenfinch,Northamptonshire 1,1,Northamptonshire,"52.46623, -0.883689",England,"52.598877, -1.4668814",747622,316.3,0.142857143,8.142857143,1.142857143,2.714285714,3.714285714,3.142857143,Greenfinch,6,4,2,18.16666667,0.174166667,69.66666667,1.755166667,51.5,1.581
Northamptonshire 2Greenfinch,Northamptonshire 2,2,Northamptonshire,"52.46623, -0.883689",England,"52.598877, -1.4668814",747622,316.3,1,7,-0.142857143,-1.142857143,7.571428571,-4.142857143,Greenfinch,1,1.428571429,-0.428571429,-265.4285714,-0.229142857,4,0.387,269.4285714,0.616142857
Northamptonshire 3Greenfinch,Northamptonshire 3,3,Northamptonshire,"52.46623, -0.883689",England,"52.598877, -1.4668814",747622,316.3,7.285714286,-0.571428571,-14.28571429,-20.71428571,16.85714286,-21.57142857,Greenfinch,2.75,6,-3.25,76.25,5.55225,148.75,6.03525,72.5,0.483
Northamptonshire 4Greenfinch,Northamptonshire 4,4,Northamptonshire,"52.46623, -0.883689",England,"52.598877, -1.4668814",747622,316.3,20.14285714,-20.14285714,-48,-65.14285714,-19.57142857,-51.57142857,Greenfinch,1.5,3,-1.5,-43.25,-0.4715,6.5,0.783,49.75,1.2545
Northumberland 4Greenfinch,Northumberland 4,4,Northumberland,"55.23902, -2.068535",England,"52.598877, -1.4668814",320274,63.89,18.14285714,-14.42857143,-50,-62.71428571,-17.85714286,-47,Greenfinch,1.333333333,1,0.333333333,-91.33333333,-2.104833333,53.66666667,2.480166667,145,4.585
Northumberland 5Greenfinch,Northumberland 5,5,Northumberland,"55.23902, -2.068535",England,"52.598877, -1.4668814",320274,63.89,21.42857143,-41.57142857,-60.85714286,-74.14285714,-29.42857143,-56.85714286,Greenfinch,1.666666667,1,0.666666667,-67,-2.644666667,33,1.378333333,100,4.023
Northumberland 7Greenfinch,Northumberland 7,7,Northumberland,"55.23902, -2.068535",England,"52.598877, -1.4668814",320274,63.89,23.16666667,-37.14285714,-63.85714286,-75.14285714,-29.57142857,-53.28571429,Greenfinch,1.666666667,1,0.666666667,-184.3333333,-12.65133333,126.6666667,1.188666667,311,13.84
Northumberland 8Greenfinch,Northumberland 8,8,Northumberland,"55.23902, -2.068535",England,"52.598877, -1.4668814",320274,63.89,20.42857143,-26.71428571,-57.57142857,-70.85714286,-23.28571429,-46.42857143,Greenfinch,1.5,1.5,0,97.375,2.14,172.375,3.5035,75,1.3635
Nottinghamshire 1Greenfinch,Nottinghamshire 1,1,Nottinghamshire,"53.428143, -0.93231",England,"52.598877, -1.4668814",823126,394.8,-0.142857143,7.714285714,0.857142857,3.571428571,3.857142857,4,Greenfinch,3,2,1,-181.1666667,-3.899833333,51.33333333,1.732666667,232.5,5.6325
Nottinghamshire 2Greenfinch,Nottinghamshire 2,2,Nottinghamshire,"53.428143, -0.93231",England,"52.598877, -1.4668814",823126,394.8,0.714285714,6.285714286,-0.428571429,0,6.571428571,-0.428571429,Greenfinch,2.444444444,2,0.444444444,-11.77777777,-0.962555555,71.55555556,2.255777778,83.33333333,3.218333333
Nottinghamshire 3Greenfinch,Nottinghamshire 3,3,Nottinghamshire,"53.428143, -0.93231",England,"52.598877, -1.4668814",823126,394.8,7.142857143,-1.857142857,-15.42857143,-15.71428571,18.42857143,-17.28571429,Greenfinch,2.333333333,3.666666667,-1.333333334,-0.41666667,0.40525,47.25,1.58525,47.66666667,1.18
Nottinghamshire 4Greenfinch,Nottinghamshire 4,4,Nottinghamshire,"53.428143, -0.93231",England,"52.598877, -1.4668814",823126,394.8,19.57142857,-15.57142857,-51.14285714,-66.14285714,-22,-46,Greenfinch,1.5625,1.25,0.3125,-7.41666667,-1.753791667,72.25,0.487625,79.66666667,2.241416667
Nottinghamshire 5Greenfinch,Nottinghamshire 5,5,Nottinghamshire,"53.428143, -0.93231",England,"52.598877, -1.4668814",823126,394.8,23.14285714,-32.57142857,-62,-76.14285714,-33.28571429,-59.57142857,Greenfinch,3.733333333,2.125,1.608333333,-35.95,-1.1725,48.8,1.16,84.75,2.3325
Nottinghamshire 6Greenfinch,Nottinghamshire 6,6,Nottinghamshire,"53.428143, -0.93231",England,"52.598877, -1.4668814",823126,394.8,23.28571429,-18.42857143,-64.42857143,-74,-29.42857143,-55.14285714,Greenfinch,2.952380952,2.352941176,0.599439776,-6.81232495,-1.036070028,94.95238095,1.842047619,101.7647059,2.878117647
Nottinghamshire 7Greenfinch,Nottinghamshire 7,7,Nottinghamshire,"53.428143, -0.93231",England,"52.598877, -1.4668814",823126,394.8,23.85714286,-18.57142857,-65.28571429,-75.57142857,-35.85714286,-57,Greenfinch,2.25,3.416666667,-1.166666667,4.9375,-0.882020833,69.6875,1.4018125,64.75,2.283833333
Nottinghamshire 8Greenfinch,Nottinghamshire 8,8,Nottinghamshire,"53.428143, -0.93231",England,"52.598877, -1.4668814",823126,394.8,21.71428571,1.714285714,-58.14285714,-71.28571429,-28.28571429,-50.14285714,Greenfinch,1.363636364,1.888888889,-0.525252525,4.3333333,0.22419192,145,3.148636364,140.6666667,2.924444444
Nottinghamshire 9Greenfinch,Nottinghamshire 9,9,Nottinghamshire,"53.428143, -0.93231",England,"52.598877, -1.4668814",823126,394.8,21.8,-23,-58.8,-71.2,-29,-52.6,Greenfinch,3,3.833333333,-0.833333333,4.33333333,-0.6418,45.5,1.0882,41.16666667,1.73
Orkney Islands 5Greenfinch,Orkney Islands 5,5,Orkney Islands,"58.984974, -2.958252",Scotland,"56.68894, -4.0425997",22190,22.42,NA,NA,-64.2,-83.5,-40,NA,Greenfinch,1,14,-13,-6,-1.069,29,0.54,35,1.609
Orkney Islands 6Greenfinch,Orkney Islands 6,6,Orkney Islands,"58.984974, -2.958252",Scotland,"56.68894, -4.0425997",22190,22.42,NA,NA,-63.6,NA,-40,NA,Greenfinch,1.5,3.5,-2,91,3.799,121,4.805,30,1.006
Orkney Islands 7Greenfinch,Orkney Islands 7,7,Orkney Islands,"58.984974, -2.958252",Scotland,"56.68894, -4.0425997",22190,22.42,NA,NA,-66.4,NA,NA,NA,Greenfinch,2.75,3,-0.25,63.25,2.799,95.75,3.4025,32.5,0.6035
Oxfordshire 1Greenfinch,Oxfordshire 1,1,Oxfordshire,"51.76903, -1.310278",England,"52.598877, -1.4668814",687524,263.9,0.142857143,7.571428571,1.428571429,2,5,3.857142857,Greenfinch,2.3125,1.5,0.8125,30.1875,1.2339375,71.9375,2.3736875,41.75,1.13975
Oxfordshire 3Greenfinch,Oxfordshire 3,3,Oxfordshire,"51.76903, -1.310278",England,"52.598877, -1.4668814",687524,263.9,10.57142857,-3,-22.42857143,-27.57142857,16,-34.14285714,Greenfinch,3.714285714,2,1.714285714,-5.35714286,1.730571429,91.14285714,4.225571429,96.5,2.495
Oxfordshire 4Greenfinch,Oxfordshire 4,4,Oxfordshire,"51.76903, -1.310278",England,"52.598877, -1.4668814",687524,263.9,24,-11.42857143,-59.57142857,-70.71428571,-22.85714286,-65.85714286,Greenfinch,3.333333333,3.2,0.133333333,66.9083333,2.155725,101.7083333,3.929125,34.8,1.7734
Oxfordshire 5Greenfinch,Oxfordshire 5,5,Oxfordshire,"51.76903, -1.310278",England,"52.598877, -1.4668814",687524,263.9,27.57142857,-30,-68.42857143,-79.57142857,-34.57142857,-75.42857143,Greenfinch,4.444444444,2.166666667,2.277777777,75.0833333,0.671694444,140.8333333,3.222111111,65.75,2.550416667
Oxfordshire 6Greenfinch,Oxfordshire 6,6,Oxfordshire,"51.76903, -1.310278",England,"52.598877, -1.4668814",687524,263.9,27.57142857,-14.85714286,-70.28571429,-78.85714286,-30.71428571,-74.71428571,Greenfinch,3.6,1.25,2.35,95.94,0.687885,168.94,3.26076,73,2.572875
Oxfordshire 7Greenfinch,Oxfordshire 7,7,Oxfordshire,"51.76903, -1.310278",England,"52.598877, -1.4668814",687524,263.9,28.14285714,-20.71428571,-70.14285714,-80.57142857,-38.57142857,-75.14285714,Greenfinch,3.5,1.647058824,1.852941176,94.44629155,0.48251023,162.1521739,2.909804348,67.70588235,2.427294118
Oxfordshire 8Greenfinch,Oxfordshire 8,8,Oxfordshire,"51.76903, -1.310278",England,"52.598877, -1.4668814",687524,263.9,26.14285714,-3.285714286,-65.14285714,-77,-34.28571429,-70.57142857,Greenfinch,3.263157895,1.75,1.513157895,50.3552632,0.905661184,113.6052632,2.968973684,63.25,2.0633125
Oxfordshire 9Greenfinch,Oxfordshire 9,9,Oxfordshire,"51.76903, -1.310278",England,"52.598877, -1.4668814",687524,263.9,27,-25,-66.4,-77.6,-35.6,-71.6,Greenfinch,3.125,3.25,-0.125,-0.83333333,-0.811333333,79.54166667,3.764041667,80.375,4.575375
Perthshire and Kinross 1Greenfinch,Perthshire and Kinross 1,1,Perthshire and Kinross,"56.468464, -3.839591",Scotland,"56.68894, -4.0425997",151290,28.62,0,5.857142857,-2.428571429,9.857142857,4.571428571,6.571428571,Greenfinch,4,1,3,29,-1.609,89,0,60,1.609
Perthshire and Kinross 3Greenfinch,Perthshire and Kinross 3,3,Perthshire and Kinross,"56.468464, -3.839591",Scotland,"56.68894, -4.0425997",151290,28.62,7.6,18.71428571,-17.28571429,-17,14.85714286,-18.14285714,Greenfinch,1,2.5,-1.5,30,2.1955,90,3,60,0.8045
Renfrewshire 8Greenfinch,Renfrewshire 8,8,Renfrewshire,"55.847736, -4.543373",Scotland,"56.68894, -4.0425997",177790,681,26.4,15.16666667,-64.85714286,-75,-22.85714286,-79.28571429,Greenfinch,2.333333333,1,1.333333333,-65.66666667,1.007,54.33333333,1.007,120,0
Renfrewshire 9Greenfinch,Renfrewshire 9,9,Renfrewshire,"55.847736, -4.543373",Scotland,"56.68894, -4.0425997",177790,681,25.75,-9.5,-65,-73.6,-24,-77.8,Greenfinch,1.5,2,-0.5,-60,2.8565,60,2.8565,120,0
Shropshire 1Greenfinch,Shropshire 1,1,Shropshire,"52.96234, -2.389696",England,"52.598877, -1.4668814",320274,100.2,-0.142857143,5.428571429,0.857142857,3.428571429,3.571428571,4,Greenfinch,2,3.666666667,-1.666666667,-50,-1.333333333,10,0,60,1.333333333
Shropshire 2Greenfinch,Shropshire 2,2,Shropshire,"52.96234, -2.389696",England,"52.598877, -1.4668814",320274,100.2,0.571428571,5.285714286,0.428571429,2,5.428571429,0.857142857,Greenfinch,4,5.8,-1.8,-4.2,1.86,58.5,2.414,62.7,0.554
Shropshire 3Greenfinch,Shropshire 3,3,Shropshire,"52.96234, -2.389696",England,"52.598877, -1.4668814",320274,100.2,6.285714286,2,-12.71428571,-16.14285714,12.42857143,-18.14285714,Greenfinch,2.333333333,3.153846154,-0.820512821,-2.1025641,-0.152564102,26.66666667,0.716666667,28.76923077,0.869230769
Shropshire 4Greenfinch,Shropshire 4,4,Shropshire,"52.96234, -2.389696",England,"52.598877, -1.4668814",320274,100.2,19.28571429,-18,-50,-67.71428571,-26.57142857,-52.14285714,Greenfinch,2.625,4.1,-1.475,-59.3,3.18605,64.5,4.03075,123.8,0.8447
Shropshire 5Greenfinch,Shropshire 5,5,Shropshire,"52.96234, -2.389696",England,"52.598877, -1.4668814",320274,100.2,22.71428571,-35.85714286,-61,-76.57142857,-37,-64.28571429,Greenfinch,2.142857143,4.833333333,-2.69047619,46.52380953,1.489833333,76.85714286,2.069,30.33333333,0.579166667
Shropshire 6Greenfinch,Shropshire 6,6,Shropshire,"52.96234, -2.389696",England,"52.598877, -1.4668814",320274,100.2,23,-27.14285714,-63.42857143,-75.14285714,-33.57142857,-60,Greenfinch,2.3,4.461538462,-2.161538462,194.1692308,1.047876923,251.4,2.5748,57.23076923,1.526923077
Shropshire 7Greenfinch,Shropshire 7,7,Shropshire,"52.96234, -2.389696",England,"52.598877, -1.4668814",320274,100.2,23.14285714,-29.42857143,-64,-76.28571429,-39.28571429,-60.57142857,Greenfinch,1.5,3.375,-1.875,35.41666667,4.362833333,86.66666667,4.827833333,51.25,0.465
Shropshire 8Greenfinch,Shropshire 8,8,Shropshire,"52.96234, -2.389696",England,"52.598877, -1.4668814",320274,100.2,21.28571429,-13.28571429,-57.42857143,-72.71428571,-31.28571429,-53.85714286,Greenfinch,2,1.875,0.125,280.525,2.7012,327.4,4.0187,46.875,1.3175
Somerset 1Greenfinch,Somerset 1,1,Somerset,"51.146896, -2.886733",England,"52.598877, -1.4668814",559399,162.1,0.142857143,13.85714286,0.428571429,3,5.285714286,9.285714286,Greenfinch,1.25,1,0.25,200.75,1.379,220.75,1.879,20,0.5
Somerset 4Greenfinch,Somerset 4,4,Somerset,"51.146896, -2.886733",England,"52.598877, -1.4668814",559399,162.1,18.71428571,-13.57142857,-48.42857143,-67.42857143,-24.28571429,-49,Greenfinch,1.545454545,5,-3.454545455,64.1212122,-2.607151515,178.4545455,0.836181818,114.3333333,3.443333333
Somerset 6Greenfinch,Somerset 6,6,Somerset,"51.146896, -2.886733",England,"52.598877, -1.4668814",559399,162.1,22.42857143,-30.42857143,-61.28571429,-75.71428571,-31.57142857,-61.42857143,Greenfinch,1.588235294,1,0.588235294,90.5294118,-2.871764706,270.5294118,0.628235294,180,3.5
Somerset 7Greenfinch,Somerset 7,7,Somerset,"51.146896, -2.886733",England,"52.598877, -1.4668814",559399,162.1,22.85714286,-33.14285714,-61.42857143,-77.28571429,-38.42857143,-62.14285714,Greenfinch,1.545454545,1.333333333,0.212121212,41.5757576,-4.296757576,285.9090909,0.650909091,244.3333333,4.947666667
Somerset 8Greenfinch,Somerset 8,8,Somerset,"51.146896, -2.886733",England,"52.598877, -1.4668814",559399,162.1,21,-17,-55.14285714,-72.14285714,-31.42857143,-55.42857143,Greenfinch,2.272727273,4.5,-2.227272727,176.2727273,-4.530818182,327.2727273,0.518181818,151,5.049
South Ayrshire 1Greenfinch,South Ayrshire 1,1,South Ayrshire,"55.251083, -5.116782",Scotland,"56.68894, -4.0425997",112550,92.1,0,21.25,0.714285714,5.714285714,5.571428571,3.714285714,Greenfinch,1,4,-3,-5.5,-0.6035,7,0.402,12.5,1.0055
South Ayrshire 2Greenfinch,South Ayrshire 2,2,South Ayrshire,"55.251083, -5.116782",Scotland,"56.68894, -4.0425997",112550,92.1,0.8,25.75,-1.428571429,1,7,2,Greenfinch,1.2,2,-0.8,-1.8,-13.27733333,6.2,0.402,8,13.67933333
South Ayrshire 4Greenfinch,South Ayrshire 4,4,South Ayrshire,"55.251083, -5.116782",Scotland,"56.68894, -4.0425997",112550,92.1,16.5,-32.2,-54.42857143,-68.42857143,-22.42857143,-52.28571429,Greenfinch,1.333333333,3,-1.666666667,-3.238095237,-0.383142857,8.333333333,0.134,11.57142857,0.517142857
South Ayrshire 5Greenfinch,South Ayrshire 5,5,South Ayrshire,"55.251083, -5.116782",Scotland,"56.68894, -4.0425997",112550,92.1,NA,-35.28571429,-65.14285714,-80.57142857,-33.42857143,-66.28571429,Greenfinch,1.3,1,0.3,-2.5,-0.0402,6.5,0.3618,9,0.402
South Ayrshire 6Greenfinch,South Ayrshire 6,6,South Ayrshire,"55.251083, -5.116782",Scotland,"56.68894, -4.0425997",112550,92.1,NA,-29.85714286,-65.28571429,-78.42857143,-32.14285714,-60.71428571,Greenfinch,1,1.4,-0.4,-3,0,7.2,0.4826,10.2,0.4826
South Ayrshire 7Greenfinch,South Ayrshire 7,7,South Ayrshire,"55.251083, -5.116782",Scotland,"56.68894, -4.0425997",112550,92.1,NA,-25.85714286,-64.71428571,-77.71428571,-32.71428571,-60.42857143,Greenfinch,2,1.111111111,0.888888889,8.75,0.4025,14.75,0.8045,6,0.402
South Ayrshire 8Greenfinch,South Ayrshire 8,8,South Ayrshire,"55.251083, -5.116782",Scotland,"56.68894, -4.0425997",112550,92.1,NA,-9.285714286,-61,-74.71428571,-26.71428571,-54.85714286,Greenfinch,1,1.375,-0.375,-2.083333333,-0.1845,6.666666667,0.268,8.75,0.4525
South Ayrshire 9Greenfinch,South Ayrshire 9,9,South Ayrshire,"55.251083, -5.116782",Scotland,"56.68894, -4.0425997",112550,92.1,NA,-26.5,-60.8,-72.6,-27.2,-56.2,Greenfinch,1,1.75,-0.75,-2.5,0.4035,17,1.00675,19.5,0.60325
South Yorkshire 1Greenfinch,South Yorkshire 1,1,South Yorkshire,"53.482517, -1.335335",England,"52.598877, -1.4668814",1402918,904.2,-0.285714286,14.28571429,1.142857143,4.571428571,3.428571429,1.571428571,Greenfinch,1.25,3,-1.75,-34.5,1.75125,105,2.55575,139.5,0.8045
South Yorkshire 2Greenfinch,South Yorkshire 2,2,South Yorkshire,"53.482517, -1.335335",England,"52.598877, -1.4668814",1402918,904.2,0.714285714,6.428571429,0,-0.714285714,5.428571429,-3.857142857,Greenfinch,2.5,1.75,0.75,-122.5,-0.55325,66,1.24925,188.5,1.8025
South Yorkshire 3Greenfinch,South Yorkshire 3,3,South Yorkshire,"53.482517, -1.335335",England,"52.598877, -1.4668814",1402918,904.2,6.142857143,4.571428571,-14.28571429,-19.71428571,16.42857143,-26.28571429,Greenfinch,3,1.25,1.75,-50.25,-0.90025,60,0.387,110.25,1.28725
South Yorkshire 4Greenfinch,South Yorkshire 4,4,South Yorkshire,"53.482517, -1.335335",England,"52.598877, -1.4668814",1402918,904.2,19,-9.857142857,-49.57142857,-68.85714286,-21,-58.28571429,Greenfinch,1.285714286,2,-0.714285714,9.78571429,1.271785714,79.28571429,3.112285714,69.5,1.8405
South Yorkshire 6Greenfinch,South Yorkshire 6,6,South Yorkshire,"53.482517, -1.335335",England,"52.598877, -1.4668814",1402918,904.2,23,-9,-63.71428571,-76.42857143,-27.85714286,-66.71428571,Greenfinch,1.8125,1,0.8125,40.75,0.4533125,100.75,1.9533125,60,1.5
South Yorkshire 7Greenfinch,South Yorkshire 7,7,South Yorkshire,"53.482517, -1.335335",England,"52.598877, -1.4668814",1402918,904.2,23.42857143,-7.428571429,-63.71428571,-77.28571429,-33.42857143,-66.42857143,Greenfinch,1.777777778,1,0.777777778,-119.3333333,-6.827333333,60.66666667,1.219666667,180,8.047
South Yorkshire 9Greenfinch,South Yorkshire 9,9,South Yorkshire,"53.482517, -1.335335",England,"52.598877, -1.4668814",1402918,904.2,21.6,-11.2,-57.6,-73.6,-28.8,-63.6,Greenfinch,2,1,1,-203.5,-6.502,64.5,0,268,6.502
Staffordshire 1Greenfinch,Staffordshire 1,1,Staffordshire,"52.850952, -2.032163",England,"52.598877, -1.4668814",875219,334,-0.142857143,10.85714286,1.142857143,4,4.857142857,10.42857143,Greenfinch,3.285714286,5,-1.714285714,-50.2857143,0.071714286,129.7142857,5.768714286,180,5.697
Staffordshire 2Greenfinch,Staffordshire 2,2,Staffordshire,"52.850952, -2.032163",England,"52.598877, -1.4668814",875219,334,0.857142857,8.428571429,-0.285714286,0.571428571,8.285714286,5.714285714,Greenfinch,7.8,1,6.8,65.6,2.1338,120.6,5.3208,55,3.187
Staffordshire 3Greenfinch,Staffordshire 3,3,Staffordshire,"52.850952, -2.032163",England,"52.598877, -1.4668814",875219,334,6.571428571,6.142857143,-14.28571429,-15.85714286,21.57142857,-15.71428571,Greenfinch,2.833333333,4,-1.166666667,5,2.882166667,95,4.491166667,90,1.609
Staffordshire 4Greenfinch,Staffordshire 4,4,Staffordshire,"52.850952, -2.032163",England,"52.598877, -1.4668814",875219,334,20.14285714,-7.285714286,-51.57142857,-66.42857143,-19.85714286,-51.42857143,Greenfinch,3.714285714,2.5,1.214285714,-153.1428571,-2.089642857,92.85714286,5.267857143,246,7.3575
Staffordshire 5Greenfinch,Staffordshire 5,5,Staffordshire,"52.850952, -2.032163",England,"52.598877, -1.4668814",875219,334,24,-31.14285714,-63.14285714,-76.42857143,-31.57142857,-65.71428571,Greenfinch,3.666666667,2,1.666666667,14.66666667,3.768,59.66666667,3.768,45,0
Staffordshire 6Greenfinch,Staffordshire 6,6,Staffordshire,"52.850952, -2.032163",England,"52.598877, -1.4668814",875219,334,24,-20.14285714,-65.85714286,-74.57142857,-27.71428571,-63.42857143,Greenfinch,3.363636364,1.5,1.863636364,-43.02272727,0.622318182,90.72727273,2.883818182,133.75,2.2615
Staffordshire 7Greenfinch,Staffordshire 7,7,Staffordshire,"52.850952, -2.032163",England,"52.598877, -1.4668814",875219,334,24.57142857,-19.57142857,-66.57142857,-75.42857143,-33.71428571,-64.14285714,Greenfinch,2.333333333,1.333333333,1,-24.83333334,-1.548333333,62.83333333,2.281666667,87.66666667,3.83
Staffordshire 8Greenfinch,Staffordshire 8,8,Staffordshire,"52.850952, -2.032163",England,"52.598877, -1.4668814",875219,334,22.71428571,-9.142857143,-59.57142857,-71.71428571,-28.57142857,-59.42857143,Greenfinch,2.5,1,1.5,-86.5,-2.55425,106.5,3.134,193,5.68825
Staffordshire 9Greenfinch,Staffordshire 9,9,Staffordshire,"52.850952, -2.032163",England,"52.598877, -1.4668814",875219,334,22.8,-30.2,-59.6,-70.8,-29.6,-60.4,Greenfinch,3,2,1,82.3333333,-1.344,372.3333333,1.906,290,3.25
Stirling 6Greenfinch,Stirling 6,6,Stirling,"56.11735, -3.93952",Scotland,"56.68894, -4.0425997",94330,43.13,NA,-43.85714286,-71.14285714,-81.42857143,-34.14285714,-73.57142857,Greenfinch,1,1,0,29,-0.771,86,2.849,57,3.62
Stockton-on-Tees 1Greenfinch,Stockton-on-Tees 1,1,Stockton-on-Tees,"54.56282, -1.31506",England,"52.598877, -1.4668814",197213,967.1,0,6.571428571,2.142857143,2.571428571,5.571428571,-0.142857143,Greenfinch,2,2,0,-110,0,359,0,469,0
Stockton-on-Tees 3Greenfinch,Stockton-on-Tees 3,3,Stockton-on-Tees,"54.56282, -1.31506",England,"52.598877, -1.4668814",197213,967.1,5.857142857,3.571428571,-11,-12.42857143,22,-18.57142857,Greenfinch,2,3,-1,-260,2.044,204,2.044,464,0
Suffolk 2Greenfinch,Suffolk 2,2,Suffolk,"51.985413, 0.953157",England,"52.598877, -1.4668814",758556,199.6,0.857142857,12.71428571,-0.285714286,0.857142857,5.714285714,-3.285714286,Greenfinch,1.545454545,2,-0.454545455,119.8545455,2.116527273,170.4545455,3.868727273,50.6,1.7522
Suffolk 3Greenfinch,Suffolk 3,3,Suffolk,"51.985413, 0.953157",England,"52.598877, -1.4668814",758556,199.6,7,9.571428571,-13.85714286,-18,16.14285714,-21.71428571,Greenfinch,1.75,2.2,-0.45,89.05,1.36805,171.65,3.66745,82.6,2.2994
Suffolk 4Greenfinch,Suffolk 4,4,Suffolk,"51.985413, 0.953157",England,"52.598877, -1.4668814",758556,199.6,19.57142857,-18.14285714,-50.14285714,-67.42857143,-24.71428571,-52.42857143,Greenfinch,2.35483871,1,1.35483871,21.0215054,-1.583311828,142.3548387,3.193354839,121.3333333,4.776666667
Suffolk 5Greenfinch,Suffolk 5,5,Suffolk,"51.985413, 0.953157",England,"52.598877, -1.4668814",758556,199.6,23,-35.28571429,-61.14285714,-77.28571429,-36.57142857,-63.14285714,Greenfinch,2.604166667,1.588235294,1.015931373,9.8112745,0.715726715,112.4583333,3.103020833,102.6470588,2.387294118
Suffolk 6Greenfinch,Suffolk 6,6,Suffolk,"51.985413, 0.953157",England,"52.598877, -1.4668814",758556,199.6,23.14285714,-26.71428571,-63,-76.28571429,-33.85714286,-58.42857143,Greenfinch,2.755555556,2.8,-0.044444444,47.2222222,0.921066666,165.8222222,3.652133333,118.6,2.731066667
Suffolk 7Greenfinch,Suffolk 7,7,Suffolk,"51.985413, 0.953157",England,"52.598877, -1.4668814",758556,199.6,23.42857143,-30.14285714,-63.28571429,-77.71428571,-39.85714286,-59.71428571,Greenfinch,2.526315789,2,0.526315789,-7.6353383,1.548492482,117.0789474,4.223921053,124.7142857,2.675428571
Suffolk 8Greenfinch,Suffolk 8,8,Suffolk,"51.985413, 0.953157",England,"52.598877, -1.4668814",758556,199.6,21.71428571,-15.14285714,-57.28571429,-73.57142857,-31.85714286,-53.14285714,Greenfinch,1.72972973,1.826086957,-0.096357227,-94.5005876,0.553706228,102.1081081,4.297054054,196.6086957,3.743347826
